symbol,total_return,buy_hold_return,alpha_pct,sharpe,max_dd,trade_count,win_rate,profit_factor,avg_trades_per_day,final_equity,n_days,total_commission
MU,-5.566428657920941,-8.626460092648003,3.060031434727062,-0.769471069747189,18.676277564932608,52,34.61538461538461,1.3767183436849522,2.6,47216.78567103953,20,52.0
