ticker,eps_yoy,revenue_growth,revenue_acceleration,earnings_surprise,roe,gross_margin,debt_to_equity,as_of_date,cached_at_utc
AA,-0.8192723284090644,0.0313360881542699,0.0965642771450843,,0.0365642237982663,0.1001669449081803,39.427,2025-10-16,2026-02-21T18:20:34.602013+00:00
AAUC,-3.4444444444444446,0.2881439978733628,-1.3001905976257857,,,,33.147,2025-10-16,2026-02-21T18:20:34.602013+00:00
ALB,-0.817989417989418,0.4749133188204733,-0.2517048362470794,,-0.0160756486046126,0.0899276587382601,33.954,2025-10-16,2026-02-21T18:20:34.602013+00:00
ALMS,-0.954112554112554,-0.9858840074848074,0.6216284216548414,,-0.2878372442972869,,9.823,2025-10-16,2026-02-21T18:20:34.602013+00:00
ALTI,3.9444444444444446,0.1047887432685441,0.1608131508070538,,-0.1385654478199431,0.2758307418148782,7.276,2025-10-16,2026-02-21T18:20:34.602013+00:00
ALXO,-0.2931034482758621,,,,-0.4942857142857143,,34.837,2025-10-16,2026-02-21T18:20:34.602013+00:00
AMBP,-5.0,0.0875856816450875,-0.1660330417249341,,-0.0789473684210526,0.1358543417366946,,2025-10-16,2026-02-21T18:20:34.602013+00:00
ANDE,-0.2625,0.0216422204145918,-0.3254001028577502,,0.0170500919475611,0.0638126878469379,75.377,2025-10-16,2026-02-21T18:20:34.602013+00:00
ARW,0.9157493092408228,0.2811162680836196,-0.0949123270598919,,0.0170594577400612,0.1083059396377925,50.285,2025-10-16,2026-02-21T18:20:34.602013+00:00
ASC,3.591836734693877,-0.1547368859110676,0.1540350899028377,,0.0194923987877087,0.3128438673149117,20.316,2025-10-16,2026-02-21T18:20:34.602013+00:00
ASRV,0.5625,0.177081741787624,0.0321840970450482,,0.0222037966397556,,,2025-10-16,2026-02-21T18:20:34.602013+00:00
ATMU,0.2692307692307691,0.1554314306755113,-0.1016249498696942,,0.1627561627561627,0.2890328344873799,161.955,2025-10-16,2026-02-21T18:20:34.602013+00:00
ATNI,-1.079646017699115,0.0264162150954603,-0.0009015101217213,,0.0096019066738004,0.5690443043157809,109.855,2025-10-16,2026-02-21T18:20:34.602013+00:00
AVIR,0.4324324324324324,,,,-0.1331591614415099,,0.331,2025-10-16,2026-02-21T18:20:34.602013+00:00
BC,,0.2393823281483666,-0.2443043973210472,,-0.1441336679111328,0.2579032495221291,140.428,2025-10-16,2026-02-21T18:20:34.602013+00:00
BG,-0.6778670562454346,0.7163774403470715,0.6383510072044585,,0.0105276509386098,0.0479801399232678,89.812,2025-10-16,2026-02-21T18:20:34.602013+00:00
BIOA,0.4088511070802318,1.0038538976660505,-0.810726404732597,,-0.0726977193437707,,2.571,2025-10-16,2026-02-21T18:20:34.602013+00:00
BLFY,-0.4736842105263158,0.3306945324044754,-0.034774567837241,,-0.0059415325209846,,356329.0,2025-10-16,2026-02-21T18:20:34.602013+00:00
BORR,1.5,0.1469370860927152,-0.2008048107213358,,0.0243838259801771,0.8643089137495489,175.879,2025-10-16,2026-02-21T18:20:34.602013+00:00
BTE,-0.6923076923076923,-0.1367688947658853,0.1589720057427879,,0.0076295451079432,0.2234586826037462,48.05,2025-10-16,2026-02-21T18:20:34.602013+00:00
BTU,,-0.0697610294117646,0.1871166131130327,,-0.0198033787219616,0.1138227447880644,12.838,2025-10-16,2026-02-21T18:20:34.602013+00:00
BUD,-0.2450954044611661,0.2330645561818762,-0.0923708867929711,,,0.5641313685323466,75.033,2025-10-16,2026-02-21T18:20:34.602013+00:00
BWLP,-0.3448275862068964,0.1723458145812344,-0.3068476185789206,,0.0319495846962659,0.0960855638544846,56.525,2025-10-16,2026-02-21T18:20:34.602013+00:00
