ticker,eps_yoy,revenue_growth,revenue_acceleration,earnings_surprise,roe,gross_margin,debt_to_equity,as_of_date,cached_at_utc
ABVX,,,,,7.943273168512058,,,2025-04-08,2026-02-15T22:00:38.362379+00:00
AG,,1.800622469749133,0.23988218323711,,0.0025756812759528,0.2593783537676022,,2025-04-08,2026-02-15T22:00:38.362379+00:00
CELC,,,,,-0.4268818941247058,,837549.0,2025-04-08,2026-02-15T22:00:38.362379+00:00
IREN,,1.41748084852585,,,0.0169946414303922,0.9484612250816514,,2025-04-08,2026-02-15T22:00:38.362379+00:00
KOD,,,,,-0.5279303945168226,,,2025-04-08,2026-02-15T22:00:38.362379+00:00
OLMA,,,,,-0.0792511187840981,,,2025-04-08,2026-02-15T22:00:38.362379+00:00
STX,0.0526204835623662,-0.2550567733706108,,,-0.4101326899879373,0.3518518518518518,,2025-04-08,2026-02-15T22:00:38.362379+00:00
TTMI,1476.6335999999994,0.1069429770769279,-0.0593678258738394,,0.0202759796622686,0.2019091430438992,,2025-04-08,2026-02-15T22:00:38.362379+00:00
VSAT,,0.0856073145532281,,,-0.054032088586511,0.3184593603595906,,2025-04-08,2026-02-15T22:00:38.362379+00:00
ZEPP,,-0.1763268407361216,-0.7550181962117402,,-0.0850776822462128,0.3726548511819809,,2025-04-08,2026-02-15T22:00:38.362379+00:00
