level,key,side,trade_count,win_rate,profit_factor,total_return,buy_hold_return,alpha_pct,cagr,sharpe,max_dd
overall,AMD,long,43,51.162790697674424,4.316558777521458,0.2233443171068883,0.1138666068067673,0.10947771030012099,0.0,1.163496678243193,0.7509681923858891
