symbol,total_return,buy_hold_return,alpha_pct,sharpe,max_dd,trade_count,win_rate,profit_factor,avg_trades_per_day,final_equity,n_days,total_commission
KLAC,-2.6799472487539777,-2.0521327503083997,-0.627814498445578,-0.6034075249372901,16.656704418252655,54,33.33333333333333,0.6796469245636994,2.7,48660.02637562301,20,54.0
