timestamp,open,high,low,close,volume
2026-01-15 09:30:00-05:00,1353.4,1354.08,1349.02,1350.9,78367.0
2026-01-15 09:31:00-05:00,1351.66,1356.31,1350.04,1350.04,28695.0
2026-01-15 09:32:00-05:00,1350.48,1353.31,1349.22,1353.31,22361.0
2026-01-15 09:33:00-05:00,1353.92,1353.93,1348.0,1348.0,23128.0
2026-01-15 09:34:00-05:00,1347.94,1348.71,1345.05,1346.23,35690.0
2026-01-15 09:35:00-05:00,1346.39,1347.88,1344.31,1344.99,16610.0
2026-01-15 09:36:00-05:00,1344.99,1345.89,1342.25,1344.46,16744.0
2026-01-15 09:37:00-05:00,1345.0,1348.98,1343.58,1343.96,12272.0
2026-01-15 09:38:00-05:00,1344.4,1350.0,1343.83,1348.13,16381.0
2026-01-15 09:39:00-05:00,1347.95,1357.62,1347.91,1356.85,17674.0
2026-01-15 09:40:00-05:00,1357.37,1358.0,1352.34,1352.99,28147.0
2026-01-15 09:41:00-05:00,1352.84,1354.12,1349.05,1351.09,29027.0
2026-01-15 09:42:00-05:00,1351.09,1351.09,1346.88,1347.67,13420.0
2026-01-15 09:43:00-05:00,1347.13,1349.65,1346.61,1348.91,16150.0
2026-01-15 09:44:00-05:00,1348.84,1353.48,1348.71,1352.44,19008.0
2026-01-15 09:45:00-05:00,1352.26,1353.0,1347.91,1348.02,8168.0
2026-01-15 09:46:00-05:00,1348.32,1352.6,1348.32,1352.28,18696.0
2026-01-15 09:47:00-05:00,1352.26,1352.65,1349.73,1349.8,6988.0
2026-01-15 09:48:00-05:00,1349.92,1352.63,1348.68,1352.21,5475.0
2026-01-15 09:49:00-05:00,1352.2,1353.0,1350.0,1351.16,16809.0
2026-01-15 09:50:00-05:00,1350.71,1350.87,1349.22,1349.72,7779.0
2026-01-15 09:51:00-05:00,1349.94,1351.04,1347.09,1349.51,6917.0
2026-01-15 09:52:00-05:00,1349.5,1350.66,1348.33,1350.61,4542.0
2026-01-15 09:53:00-05:00,1350.82,1351.45,1348.8,1350.8,5133.0
2026-01-15 09:54:00-05:00,1351.13,1351.25,1347.07,1348.87,5910.0
2026-01-15 09:55:00-05:00,1348.47,1349.2,1347.75,1348.89,5261.0
2026-01-15 09:56:00-05:00,1348.94,1349.1,1347.0,1347.31,3513.0
2026-01-15 09:57:00-05:00,1347.62,1347.62,1345.63,1346.91,5400.0
2026-01-15 09:58:00-05:00,1346.97,1346.97,1345.36,1346.64,4427.0
2026-01-15 09:59:00-05:00,1347.32,1347.58,1345.25,1345.85,5912.0
2026-01-15 10:00:00-05:00,1346.55,1346.89,1343.17,1343.78,7295.0
2026-01-15 10:01:00-05:00,1343.65,1343.92,1341.16,1343.82,9108.0
2026-01-15 10:02:00-05:00,1344.18,1346.2,1343.31,1343.53,10923.0
2026-01-15 10:03:00-05:00,1343.57,1344.73,1342.41,1343.95,3642.0
2026-01-15 10:04:00-05:00,1343.75,1345.53,1341.65,1341.71,5267.0
2026-01-15 10:05:00-05:00,1341.98,1343.55,1340.35,1342.01,11946.0
2026-01-15 10:06:00-05:00,1341.22,1343.98,1340.03,1342.69,10838.0
2026-01-15 10:07:00-05:00,1343.24,1343.45,1340.41,1341.11,3037.0
2026-01-15 10:08:00-05:00,1342.23,1342.93,1341.68,1341.89,4202.0
2026-01-15 10:09:00-05:00,1341.7,1341.7,1338.31,1340.29,6099.0
2026-01-15 10:10:00-05:00,1340.04,1341.42,1338.5,1340.59,5191.0
2026-01-15 10:11:00-05:00,1340.01,1342.69,1340.01,1342.2,4884.0
2026-01-15 10:12:00-05:00,1341.98,1342.07,1340.3,1341.38,6180.0
2026-01-15 10:13:00-05:00,1341.84,1342.54,1341.28,1342.28,1068.0
2026-01-15 10:14:00-05:00,1341.74,1342.33,1340.95,1342.18,2513.0
2026-01-15 10:15:00-05:00,1342.17,1342.38,1341.06,1341.82,4044.0
2026-01-15 10:16:00-05:00,1341.85,1342.69,1340.53,1340.53,4947.0
2026-01-15 10:17:00-05:00,1340.78,1341.56,1340.13,1340.13,4967.0
2026-01-15 10:18:00-05:00,1340.48,1342.26,1340.26,1341.36,1182.0
2026-01-15 10:19:00-05:00,1341.44,1342.81,1340.51,1342.81,4275.0
2026-01-15 10:20:00-05:00,1343.11,1345.0,1342.83,1343.44,4974.0
2026-01-15 10:21:00-05:00,1343.47,1344.1,1342.61,1343.59,4765.0
2026-01-15 10:22:00-05:00,1343.44,1345.37,1343.44,1344.63,5306.0
2026-01-15 10:23:00-05:00,1344.61,1345.0,1342.7,1344.34,3644.0
2026-01-15 10:24:00-05:00,1344.34,1346.68,1343.57,1343.62,3857.0
2026-01-15 10:25:00-05:00,1343.59,1343.7,1338.65,1338.65,4498.0
2026-01-15 10:26:00-05:00,1339.08,1340.4,1338.51,1338.93,2597.0
2026-01-15 10:27:00-05:00,1338.81,1338.81,1336.98,1337.43,4318.0
2026-01-15 10:28:00-05:00,1337.48,1337.48,1334.66,1335.34,4806.0
2026-01-15 10:29:00-05:00,1335.25,1335.84,1334.42,1335.1,3129.0
2026-01-15 10:30:00-05:00,1334.91,1336.52,1334.77,1335.0,2694.0
2026-01-15 10:31:00-05:00,1334.75,1335.37,1332.5,1332.53,7030.0
2026-01-15 10:32:00-05:00,1332.39,1334.14,1331.66,1333.12,4857.0
2026-01-15 10:33:00-05:00,1333.54,1335.62,1333.54,1335.6,3604.0
2026-01-15 10:34:00-05:00,1335.01,1337.2,1334.24,1335.41,2778.0
2026-01-15 10:35:00-05:00,1335.42,1338.86,1335.42,1337.87,2352.0
2026-01-15 10:36:00-05:00,1337.66,1338.5,1336.67,1337.03,5112.0
2026-01-15 10:37:00-05:00,1337.04,1337.68,1336.12,1336.25,4250.0
2026-01-15 10:38:00-05:00,1335.86,1336.09,1334.29,1334.49,3155.0
2026-01-15 10:39:00-05:00,1334.72,1335.13,1334.24,1334.96,3229.0
2026-01-15 10:40:00-05:00,1334.94,1335.16,1334.23,1335.16,1570.0
2026-01-15 10:41:00-05:00,1335.24,1335.7,1333.73,1334.31,7274.0
2026-01-15 10:42:00-05:00,1334.74,1336.12,1333.29,1335.2,5303.0
2026-01-15 10:43:00-05:00,1335.35,1335.76,1334.0,1334.66,3647.0
2026-01-15 10:44:00-05:00,1334.66,1336.0,1334.52,1335.19,1729.0
2026-01-15 10:45:00-05:00,1334.69,1337.95,1334.62,1336.99,2180.0
2026-01-15 10:46:00-05:00,1336.95,1337.25,1335.46,1336.43,2374.0
2026-01-15 10:47:00-05:00,1336.4,1337.15,1334.85,1336.36,4800.0
