timestamp,open,high,low,close,volume
2026-01-15 09:30:00-05:00,227.89,230.96,227.36,230.96,1082594.0
2026-01-15 09:31:00-05:00,230.93,233.02,230.68,232.68,790274.0
2026-01-15 09:32:00-05:00,232.77,235.45,232.57,232.91,845890.0
2026-01-15 09:33:00-05:00,232.82,233.61,232.04,233.51,305968.0
2026-01-15 09:34:00-05:00,233.46,234.16,232.66,233.79,316334.0
2026-01-15 09:35:00-05:00,233.86,234.8,233.3,233.93,376605.0
2026-01-15 09:36:00-05:00,233.93,234.19,232.25,232.94,408805.0
2026-01-15 09:37:00-05:00,232.8,233.46,231.59,232.28,232561.0
2026-01-15 09:38:00-05:00,232.33,233.3,231.8,231.96,244862.0
2026-01-15 09:39:00-05:00,231.93,233.67,231.8,233.65,226924.0
2026-01-15 09:40:00-05:00,233.59,234.0,231.63,231.81,266688.0
2026-01-15 09:41:00-05:00,231.8,231.86,231.02,231.43,238182.0
2026-01-15 09:42:00-05:00,231.43,232.43,231.32,232.37,195660.0
2026-01-15 09:43:00-05:00,232.39,232.94,232.03,232.75,166109.0
2026-01-15 09:44:00-05:00,232.79,234.34,232.75,234.2,274521.0
2026-01-15 09:45:00-05:00,234.21,234.82,233.99,234.33,386768.0
2026-01-15 09:46:00-05:00,234.38,234.86,234.14,234.53,238449.0
2026-01-15 09:47:00-05:00,234.53,235.25,234.36,235.12,408655.0
2026-01-15 09:48:00-05:00,235.19,235.9,234.73,235.9,305772.0
2026-01-15 09:49:00-05:00,235.86,236.25,235.47,236.12,341562.0
2026-01-15 09:50:00-05:00,236.12,236.46,235.14,235.35,374828.0
2026-01-15 09:51:00-05:00,235.36,236.0,235.23,235.95,244646.0
2026-01-15 09:52:00-05:00,235.95,236.33,235.69,236.18,258864.0
2026-01-15 09:53:00-05:00,236.17,236.53,235.73,236.5,253833.0
2026-01-15 09:54:00-05:00,236.54,236.6,235.21,235.64,220259.0
2026-01-15 09:55:00-05:00,235.64,236.07,235.52,235.67,166397.0
2026-01-15 09:56:00-05:00,235.68,235.97,235.2,235.94,178612.0
2026-01-15 09:57:00-05:00,235.97,235.98,234.8,234.95,287100.0
2026-01-15 09:58:00-05:00,234.9,235.7,234.74,235.51,187373.0
2026-01-15 09:59:00-05:00,235.47,236.29,235.39,235.77,184376.0
2026-01-15 10:00:00-05:00,235.69,236.0,235.06,235.38,144219.0
2026-01-15 10:01:00-05:00,235.39,235.95,235.22,235.8,106123.0
2026-01-15 10:02:00-05:00,235.83,236.43,235.79,236.08,234277.0
2026-01-15 10:03:00-05:00,236.08,236.85,236.0,236.65,209809.0
2026-01-15 10:04:00-05:00,236.67,237.07,236.45,236.67,265909.0
2026-01-15 10:05:00-05:00,236.72,237.36,236.6,237.23,186617.0
2026-01-15 10:06:00-05:00,237.26,237.58,236.92,237.54,216828.0
2026-01-15 10:07:00-05:00,237.54,237.58,236.69,237.25,197522.0
2026-01-15 10:08:00-05:00,237.25,237.62,236.8,236.98,151186.0
2026-01-15 10:09:00-05:00,236.97,237.16,236.63,237.11,131556.0
