timestamp,action,price,exec_price,qty,gross_notional,commission,realized_pnl_approx,zscore,rvol,vwap_dist_bps,reason,satellite_before,satellite_after,working_after
2026-02-17 10:00:00-05:00,BUY,196.67999267578125,196.70949467468265,15,2950.64242012024,0.295064242012024,-0.295064242012024,-2.579243548382227,1.1008291242109731,201.11109997770603,zscore_downside_entry,0,15,65
2026-02-17 10:59:00-05:00,SELL,200.02999877929688,199.99999427947998,30,5999.9998283844,0.59999998283844,48.75749408912155,1.030056741048717,1.2703799091401473,57.370228685641166,mean_reversion_exit_long_satellite,15,-15,35
2026-02-17 15:55:00-05:00,BUY,202.91000366210938,202.94044016265872,15,3044.1066024398806,0.30441066024398805,-44.41109890792508,5.748854738997727,1.648983407338163,92.66314817612987,eod_force_flatten,-15,0,50
2026-02-18 10:15:00-05:00,SELL,200.52000427246094,200.48992627182008,15,3007.3488940773013,0.30073488940773013,-0.30073488940773013,3.8244656038773885,1.0310987368243554,131.2733363231971,zscore_upside_sell,0,-15,35
2026-02-18 14:31:00-05:00,BUY,199.8699951171875,199.8999756164551,30,5996.999268493653,0.5996999268493654,8.249559903625443,-1.4083450425376898,1.3975967905327942,19.72148216140727,mean_reversion_buyback_short_satellite,-15,15,65
2026-02-18 15:55:00-05:00,SELL,200.35000610351562,200.3199536026001,15,3004.7993040390015,0.30047993040390014,5.999189861771096,1.0521707150595436,0.47777460602837946,23.308068225308965,eod_force_flatten,15,0,50
2026-02-19 10:13:00-05:00,SELL,202.17999267578125,202.1496656768799,15,3032.2449851531983,0.30322449851531985,-0.30322449851531985,3.3502891806828297,1.0015099657741091,57.82303905282734,zscore_upside_sell,0,-15,35
2026-02-19 11:27:00-05:00,BUY,201.3000030517578,201.3301980522156,30,6039.905941566468,0.6039905941566468,11.68802377580783,-1.1414269881720132,1.3561410063515467,19.616194140338884,mean_reversion_buyback_short_satellite,-15,15,65
2026-02-19 11:43:00-05:00,SELL,202.07000732421875,202.03969682312012,19,3838.7542396392823,0.38387542396392826,10.25860613960404,1.0609153453682278,0.4141150644659828,19.3011297438119,mean_reversion_exit_long_satellite,15,-4,46
2026-02-19 11:46:00-05:00,BUY,201.34910583496094,201.3793082008362,19,3826.2068558158876,0.3826206855815888,2.2589338035541395,-1.0211015354887332,0.541501983661621,16.409674999049063,mean_reversion_buyback_short_satellite,-4,15,65
