level,key,side,trade_count,win_rate,profit_factor,total_return,buy_hold_return,alpha_pct,cagr,sharpe,max_dd
overall,AMD,long,33,60.60606060606061,1.9956470076972195,0.20468790238599155,1.0744116690262207,-0.8697237666402291,0.0,1.0243463350878768,0.7126991826275816
