symbol,total_return,buy_hold_return,alpha_pct,sharpe,max_dd,trade_count,win_rate,profit_factor,avg_trades_per_day,final_equity,n_days,total_commission
AMAT,6.979627897813301,11.396082892811066,-4.416454994997765,1.7865033151777912,15.978355881275464,46,26.08695652173913,0.5853174266275304,2.3,53489.81394890665,20,46.0
