symbol,total_return,buy_hold_return,alpha_pct,sharpe,max_dd,trade_count,win_rate,profit_factor,avg_trades_per_day,final_equity,n_days
META,0.5700814184912639,1.2705514816487185,-0.7004700631574545,1.1788951190032302,4.021378295405582,65,23.076923076923077,0.5229650656865521,9.285714285714286,50285.04070924563,7
