level,key,side,trade_count,win_rate,profit_factor,total_return,buy_hold_return,alpha_pct,cagr,sharpe,max_dd
overall,NVDA,long,50,54.0,1.680354807057956,-0.4607306814663148,-5.389506271022782,4.9287755895564676,0.0,-4.165555883148004,0.9354192504592586
