symbol,total_return,buy_hold_return,alpha_pct,sharpe,max_dd,trade_count,win_rate,profit_factor,avg_trades_per_day,final_equity,n_days,total_commission
AMD,-14.484694710393885,-17.211859542034556,2.727164831640671,-3.0669612128124197,20.34054620644474,46,30.434782608695656,0.7872415741976002,2.3,42757.652644803056,20,46.0
