symbol,total_return,buy_hold_return,alpha_pct,sharpe,max_dd,trade_count,win_rate,profit_factor,avg_trades_per_day,final_equity,n_days
TSLA,0.0451660829957401,-0.7693657591864578,0.8145318421821979,0.1955407787395965,4.171850095089198,89,43.82022471910113,2.2113790583510795,12.714285714285714,50022.58304149787,7
