symbol,total_return,buy_hold_return,alpha_pct,sharpe,max_dd,trade_count,win_rate,profit_factor,avg_trades_per_day,final_equity,n_days
NVDA,-4.034719677067766,-5.254275891204574,1.2195562141368077,-4.8530502355452745,8.674237526433377,92,42.391304347826086,1.1612617429701957,13.142857142857142,47982.640161466115,7
