symbol,total_return,buy_hold_return,alpha_pct,sharpe,max_dd,trade_count,win_rate,profit_factor,avg_trades_per_day,final_equity,n_days,total_commission
QS,-20.487794376000036,-28.02083333333333,7.533038957333293,-4.139456322891956,24.112866594504933,56,39.285714285714285,1.6460861307035488,2.8,39756.10281199998,20,372.96000000000004
