date,open,high,low,close,adj_close,volume
2025-03-05,92.1500015258789,95.05000305175781,90.43000030517578,94.33999633789062,94.0318374633789,14010300
2025-03-06,90.93000030517578,93.29000091552734,89.02999877929688,89.2699966430664,88.97837829589844,18708100
2025-03-07,90.29000091552734,93.33999633789062,89.48999786376953,92.95999908447266,92.65634155273438,19133900
2025-03-10,89.58999633789062,91.37000274658203,85.76000213623047,87.08000183105469,86.79554748535156,21897900
2025-03-11,87.9000015258789,91.0999984741211,86.06999969482422,89.05000305175781,88.75910949707031,21962100
2025-03-12,92.47000122070312,96.98999786376953,92.23999786376953,95.63999938964844,95.32757568359375,23584700
2025-03-13,94.25,98.12000274658203,94.0,94.87999725341797,94.57006072998047,18824700
2025-03-14,98.75,102.77999877929688,98.75,100.79000091552734,100.46076202392578,24623600
2025-03-17,101.05999755859375,104.44999694824219,100.95999908447266,103.11000061035156,102.77317810058594,17095100
2025-03-18,101.9000015258789,103.30999755859375,100.29000091552734,101.72000122070312,101.3877182006836,18434100
2025-03-19,100.81999969482422,103.5999984741211,100.48999786376953,102.05999755859375,101.72660827636719,16633100
2025-03-20,101.58000183105469,104.69000244140625,101.3499984741211,103.0,102.66354370117188,29204400
2025-03-21,98.19999694824219,98.5,93.69999694824219,94.72000122070312,94.41059112548828,63239600
2025-03-24,96.0999984741211,98.41999816894531,95.33000183105469,96.94000244140625,96.62333679199219,35406600
2025-03-25,96.18000030517578,96.37999725341797,93.25,94.18000030517578,93.87235260009766,22191700
2025-03-26,96.0,96.63999938964844,90.97000122070312,92.12999725341797,91.82904815673828,27107200
2025-03-27,91.08999633789062,92.20999908447266,89.61000061035156,91.16000366210938,90.86222076416016,15658700
2025-03-28,90.47000122070312,90.88999938964844,87.5999984741211,88.44000244140625,88.1511001586914,17118000
2025-03-31,86.0,87.08999633789062,84.0999984741211,86.88999938964844,86.71892547607422,21089500
2025-04-01,88.52999877929688,88.88999938964844,86.25,88.70999908447266,88.53534698486328,15337100
2025-04-02,87.12999725341797,89.93000030517578,86.69999694824219,88.5999984741211,88.4255599975586,14520400
2025-04-03,82.91999816894531,83.3499984741211,74.20999908447266,74.33999633789062,74.19363403320312,44839500
2025-04-04,70.6500015258789,71.33999633789062,63.86000061035156,64.72000122070312,64.59257507324219,50737700
2025-04-07,63.939998626708984,72.45999908447266,61.540000915527344,68.37000274658203,68.23538970947266,50181800
2025-04-08,71.5999984741211,72.97000122070312,63.52000045776367,65.54000091552734,65.41096496582031,40822100
2025-04-09,66.19999694824219,78.55999755859375,63.70000076293945,77.87000274658203,77.71669006347656,63132600
2025-04-10,72.5,73.05000305175781,67.5,70.05000305175781,69.91207885742188,44882300
2025-04-11,69.04000091552734,70.16999816894531,66.83000183105469,69.55000305175781,69.41307067871094,30807800
2025-04-14,74.66999816894531,74.77999877929688,69.97000122070312,71.0199966430664,70.88017272949219,32634700
2025-04-15,71.12000274658203,72.80000305175781,70.55000305175781,71.04000091552734,70.90013122558594,19132700
2025-04-16,67.93000030517578,70.44999694824219,67.16999816894531,69.33000183105469,69.19349670410156,28475000
2025-04-17,70.44000244140625,70.4800033569336,67.0,68.80000305175781,68.66454315185547,20694100
2025-04-21,67.76000213623047,68.0,65.6500015258789,66.73999786376953,66.60859680175781,19826100
2025-04-22,67.54000091552734,70.4000015258789,67.44000244140625,70.20999908447266,70.07176971435547,20351200
2025-04-23,73.69000244140625,75.4000015258789,72.5,72.93000030517578,72.78641510009766,26385500
2025-04-24,74.56999969482422,77.58999633789062,73.5999984741211,77.41999816894531,77.26757049560547,23875600
2025-04-25,77.55000305175781,80.30000305175781,76.9000015258789,79.77999877929688,79.62291717529297,19746200
2025-04-28,78.7699966430664,79.61000061035156,76.91999816894531,78.55999755859375,78.40532684326172,16882400
2025-04-29,77.94000244140625,78.19000244140625,76.47000122070312,76.87999725341797,76.7286376953125,17098000
2025-04-30,73.62000274658203,77.1500015258789,73.5,76.94999694824219,76.79849243164062,19779300
2025-05-01,79.4000015258789,79.88999938964844,77.63999938964844,77.7699966430664,77.61688232421875,15349200
2025-05-02,79.58000183105469,81.66999816894531,79.0999984741211,80.72000122070312,80.56108093261719,18899700
2025-05-05,79.41000366210938,81.1500015258789,79.05000305175781,80.41999816894531,80.26166534423828,12513600
2025-05-06,79.04000091552734,81.22000122070312,78.54000091552734,80.51000213623047,80.35150146484375,13173800
2025-05-07,80.98999786376953,82.87000274658203,80.19999694824219,82.62000274658203,82.45734405517578,14889700
2025-05-08,84.25,86.20999908447266,83.36000061035156,85.1500015258789,84.98235321044922,17580500
2025-05-09,85.56999969482422,86.2699966430664,84.68000030517578,85.86000061035156,85.69094848632812,13017600
2025-05-12,92.80999755859375,94.19999694824219,91.94999694824219,92.29000091552734,92.1082992553711,27765300
2025-05-13,92.55000305175781,97.41000366210938,92.55000305175781,96.93000030517578,96.7391586303711,28009100
2025-05-14,96.30000305175781,97.6500015258789,94.31999969482422,95.31999969482422,95.13233184814453,28044400
2025-05-15,94.01000213623047,95.61000061035156,92.16999816894531,95.44999694824219,95.26207733154297,24196100
2025-05-16,95.9000015258789,98.19000244140625,95.69999694824219,98.0,97.80706024169922,22609300
2025-05-19,95.70999908447266,99.0199966430664,95.69999694824219,98.6500015258789,98.45577239990234,14380100
2025-05-20,97.91999816894531,98.62999725341797,96.97000122070312,98.0999984741211,97.9068603515625,12331300
2025-05-21,97.16000366210938,98.81999969482422,95.26000213623047,95.83999633789062,95.65130615234375,15764300
2025-05-22,95.41000366210938,97.22000122070312,94.37000274658203,94.83000183105469,94.64329528808594,13245200
2025-05-23,92.26000213623047,93.83999633789062,90.93000030517578,93.37000274658203,93.18617248535156,16545000
2025-05-27,95.18000030517578,96.69999694824219,94.19000244140625,96.37999725341797,96.19023895263672,17612600
2025-05-28,96.69999694824219,97.20999908447266,95.5999984741211,96.18000030517578,95.99063873291016,10500300
2025-05-29,98.58999633789062,99.62999725341797,96.11000061035156,96.80000305175781,96.60941314697266,14628700
2025-05-30,96.04000091552734,96.61000061035156,92.22000122070312,94.45999908447266,94.2740249633789,23758200
2025-06-02,94.58000183105469,99.23999786376953,94.4000015258789,98.18000030517578,97.9866943359375,16850300
2025-06-03,98.36000061035156,102.93000030517578,96.95999908447266,102.25,102.04869079589844,22757600
2025-06-04,102.37999725341797,103.91000366210938,101.69999694824219,103.25,103.04672241210938,14595900
2025-06-05,106.30000305175781,109.02999877929688,105.52999877929688,106.29000091552734,106.08073425292969,28833700
2025-06-06,108.08000183105469,111.05000305175781,108.04000091552734,108.55999755859375,108.34626770019531,20710100
2025-06-09,109.51000213623047,112.52999877929688,108.58000183105469,110.94999694824219,110.73155212402344,20159700
2025-06-10,111.52999877929688,114.91999816894531,111.2300033569336,114.13999938964844,113.915283203125,22949400
2025-06-11,115.5999984741211,117.26000213623047,114.7300033569336,116.02999877929688,115.80155944824219,21614100
2025-06-12,114.11000061035156,116.4800033569336,113.5199966430664,116.18000030517578,115.95126342773438,17076500
2025-06-13,113.80000305175781,117.0999984741211,113.66000366210938,115.5999984741211,115.37239837646484,17453000
2025-06-16,117.80999755859375,120.95999908447266,117.31999969482422,119.83999633789062,119.60405731201172,21374100
2025-06-17,119.5999984741211,123.51000213623047,119.3499984741211,120.33999633789062,120.10306549072266,20837700
2025-06-18,120.45999908447266,122.9800033569336,120.18000030517578,121.81999969482422,121.58015441894531,20180000
2025-06-20,122.7699966430664,124.16000366210938,120.37999725341797,123.5999984741211,123.35665130615234,29290400
2025-06-23,123.66999816894531,124.51000213623047,119.80999755859375,122.08000183105469,121.83964538574219,23399200
2025-06-24,125.11000061035156,128.10000610351562,124.95999908447266,127.91000366210938,127.65816497802734,26420600
2025-06-25,126.61000061035156,127.5,125.62000274658203,127.25,126.99947357177734,39407000
2025-06-26,129.52999877929688,129.85000610351562,123.79000091552734,126.0,125.7519302368164,62678100
2025-06-27,125.13999938964844,127.54000091552734,123.38999938964844,124.76000213623047,124.51437377929688,36888600
2025-06-30,124.9000015258789,125.08000183105469,121.8499984741211,123.25,123.00733947753906,22799700
2025-07-01,122.3499984741211,123.98999786376953,119.08000183105469,120.88999938964844,120.65198516845703,24825800
2025-07-02,120.5,123.0,118.05999755859375,121.73999786376953,121.50031280517578,29303800
2025-07-03,122.33000183105469,123.62999725341797,121.83000183105469,122.29000091552734,122.04923248291016,13247900
2025-07-07,121.18000030517578,121.51000213623047,118.91000366210938,119.91999816894531,119.79655456542969,19148400
2025-07-08,122.44999694824219,125.44999694824219,121.94999694824219,124.41999816894531,124.29191589355469,26238200
2025-07-09,124.81999969482422,126.1500015258789,121.27999877929688,122.23999786376953,122.11416625976562,20464000
2025-07-10,124.27999877929688,124.3499984741211,122.0199966430664,123.11000061035156,122.98326873779297,15378400
2025-07-11,122.12999725341797,124.80999755859375,121.23999786376953,124.52999877929688,124.40180969238281,15820600
2025-07-14,120.37999725341797,120.44000244140625,117.0199966430664,118.61000061035156,118.48789978027344,32117700
2025-07-15,120.94000244140625,121.38999938964844,119.12000274658203,120.11000061035156,119.98635864257812,24958900
2025-07-16,119.02999877929688,119.08999633789062,114.80999755859375,116.43000030517578,116.31014251708984,30614800
2025-07-17,113.93000030517578,114.19999694824219,110.94999694824219,113.26000213623047,113.1434097290039,34702400
2025-07-18,114.23999786376953,114.80000305175781,113.27999877929688,114.38999938964844,114.2722396850586,19349900
