level,key,side,trade_count,win_rate,profit_factor,total_return,buy_hold_return,alpha_pct,cagr,sharpe,max_dd
overall,TSLA,long,53,66.0377358490566,5.204877864187479,0.37371355076776247,-0.18814636864309398,0.5618599194108564,0.0,1.7548021222478005,0.9676808867304968
