symbol,total_return,buy_hold_return,alpha_pct,sharpe,max_dd,trade_count,win_rate,profit_factor,avg_trades_per_day,final_equity,n_days
AMD,3.444468854911631,2.827647200270622,0.6168216546410088,3.591760756891687,6.232878105133178,67,52.23880597014925,29.754706322722207,13.4,51722.23442745581,5
