symbol,total_return,buy_hold_return,alpha_pct,sharpe,max_dd,trade_count,win_rate,profit_factor,avg_trades_per_day,final_equity,n_days,total_commission
ASML,2.2697623629999386,0.6514499791868911,1.6183123838130475,1.0884009533993686,8.788242952704985,50,34.0,2.2266048552450513,2.5,51134.88118149997,20,50.0
