symbol,total_return,buy_hold_return,alpha_pct,sharpe,max_dd,trade_count,win_rate,profit_factor,avg_trades_per_day,final_equity,n_days
PLTR,6.1060174154511815,4.274174368103734,1.8318430473474479,5.145474581390335,5.224503591549107,88,50.0,55.10315433180033,12.571428571428571,53053.00870772559,7
