symbol,total_return,buy_hold_return,alpha_pct,sharpe,max_dd,trade_count,win_rate,profit_factor,avg_trades_per_day,final_equity,n_days,total_commission
PLTR,-4.690818011603648,-8.269817680259939,3.578999668656291,-0.7502223212543135,19.185745290901504,56,33.92857142857143,1.600595707652355,2.8,47654.59099419817,20,56.0
