timestamp,action,price,exec_price,qty,gross_notional,commission,realized_pnl_approx,zscore,regime,reason,satellite_before,satellite_after,working_after
2026-01-30 11:58:00-05:00,BUY,148.05,148.07220750000002,41,6070.960507500001,1.0,-1.0,-2.8059179439067923,RANGE,zscore_downside_entry,0,41,308
2026-01-30 15:56:00-05:00,SELL,146.49,146.4680265,41,6005.1890865000005,1.0,-66.77142100000046,-2.107721534593514,RANGE,eod_force_flatten,41,0,267
2026-02-02 10:24:00-05:00,SELL,150.94,150.917359,95,14337.149105,1.0,-1.0,3.138561326916409,RANGE,zscore_upside_sell,0,-95,172
2026-02-02 11:36:00-05:00,BUY,149.61,149.63244150000003,95,14215.081942500003,1.0,121.06716249999786,-1.827440696075715,RANGE,mean_reversion_buyback_short,-95,0,267
2026-02-02 13:46:00-05:00,BUY,149.12,149.142368,107,15958.233376,1.0,-1.0,-3.671049676183461,RANGE,zscore_downside_entry,0,107,374
2026-02-02 15:56:00-05:00,SELL,147.84,147.817824,107,15816.507168,1.0,-142.72620800000033,-3.013419839944955,RANGE,eod_force_flatten,107,0,267
2026-02-03 10:00:00-05:00,BUY,155.52,155.54332800000003,94,14621.072832000003,1.0,-1.0,-2.833811354591658,UPTREND,zscore_downside_entry,0,94,361
2026-02-03 12:08:00-05:00,SELL,158.29,158.2662565,94,14877.028111,1.0,254.95527899999684,0.8641687964423556,RANGE,mean_reversion_exit_long,94,0,267
2026-02-03 12:46:00-05:00,SELL,158.72,158.696192,47,7458.7210239999995,1.0,-1.0,2.6477166393288867,RANGE,zscore_upside_sell,0,-47,220
2026-02-03 13:20:00-05:00,BUY,157.04,157.063556,47,7381.987132,1.0,75.73389199999957,-0.5069000219171862,RANGE,mean_reversion_buyback_short,-47,0,267
2026-02-04 10:52:00-05:00,BUY,141.93,141.95128950000003,109,15472.690555500003,1.0,-1.0,-3.2228973962315344,RANGE,zscore_downside_entry,0,109,376
2026-02-04 15:56:00-05:00,SELL,139.41,139.38908849999999,109,15193.410646499999,1.0,-280.27990900000486,-2.301666659727015,RANGE,eod_force_flatten,109,0,267
2026-02-05 10:12:00-05:00,BUY,130.01,130.0295015,111,14433.274666500001,1.0,-1.0,-3.363969222431857,RANGE,zscore_downside_entry,0,111,378
2026-02-05 11:28:00-05:00,SELL,132.67,132.65009949999998,111,14724.161044499999,1.0,289.88637799999697,0.7178334782945377,RANGE,mean_reversion_exit_long,111,0,267
2026-02-06 11:14:00-05:00,SELL,136.58,136.559513,110,15021.54643,1.0,-1.0,2.9479170444706324,RANGE,zscore_upside_sell,0,-110,157
2026-02-06 15:24:00-05:00,BUY,134.79,134.8102185,110,14829.124034999999,1.0,191.4223950000021,-1.802425598732674,RANGE,mean_reversion_buyback_short,-110,0,267
2026-02-09 10:38:00-05:00,SELL,141.59,141.5687615,110,15572.563764999999,1.0,-1.0,3.2121347989630507,RANGE,zscore_upside_sell,0,-110,157
2026-02-09 15:56:00-05:00,BUY,143.02,143.04145300000002,110,15734.559830000002,1.0,-162.99606500000272,1.5778781662614192,RANGE,eod_force_flatten,-110,0,267
2026-02-10 11:02:00-05:00,BUY,142.94,142.961441,109,15582.797069,1.0,-1.0,-3.0942846984251813,RANGE,zscore_downside_entry,0,109,376
2026-02-10 15:56:00-05:00,SELL,139.57,139.5490645,109,15210.848030499998,1.0,-372.9490385000024,-3.301305427795934,RANGE,eod_force_flatten,109,0,267
2026-02-11 10:14:00-05:00,BUY,134.42,134.440163,97,13040.695811000001,1.0,-1.0,-2.583339104255271,RANGE,zscore_downside_entry,0,97,364
2026-02-11 14:12:00-05:00,SELL,135.31,135.2897035,97,13123.1012395,1.0,81.40542849999895,1.6047585356314304,RANGE,mean_reversion_exit_long,97,0,267
2026-02-11 14:52:00-05:00,SELL,135.71,135.68964350000002,110,14925.860785000003,1.0,-1.0,5.030424077418746,RANGE,zscore_upside_sell,0,-110,157
2026-02-11 15:26:00-05:00,BUY,134.79,134.8102185,110,14829.124034999999,1.0,95.73675000000287,-0.6091688818944175,RANGE,mean_reversion_buyback_short,-110,0,267
2026-02-12 10:22:00-05:00,BUY,133.38,133.40000700000002,85,11339.000595000001,1.0,-1.0,-2.5086417351422226,RANGE,zscore_downside_entry,0,85,352
2026-02-12 14:44:00-05:00,SELL,130.02,130.00049700000002,85,11050.042245000002,1.0,-289.9583499999993,0.8158675833581122,RANGE,mean_reversion_exit_long,85,0,267
2026-02-13 10:28:00-05:00,SELL,131.73,131.7102405,123,16200.359581499999,1.0,-1.0,5.719781967944505,RANGE,zscore_upside_sell,0,-123,144
2026-02-13 10:46:00-05:00,BUY,129.32,129.33939800000002,123,15908.745954000002,1.0,290.6136274999976,-0.8554552475819395,RANGE,mean_reversion_buyback_short,-123,0,267
2026-02-17 11:20:00-05:00,SELL,132.32,132.300152,97,12833.114744,1.0,-1.0,2.6639630073616725,RANGE,zscore_upside_sell,0,-97,170
2026-02-17 12:52:00-05:00,BUY,130.17,130.1895255,97,12628.3839735,1.0,203.73077049999952,-0.5875530796390447,RANGE,mean_reversion_buyback_short,-97,0,267
2026-02-18 10:42:00-05:00,SELL,140.19,140.1689715,110,15418.586865,1.0,-1.0,3.1545328816842035,RANGE,zscore_upside_sell,0,-110,157
2026-02-18 13:10:00-05:00,BUY,138.6,138.62079,110,15248.2869,1.0,169.29996499999982,-1.2987479935793,RANGE,mean_reversion_buyback_short,-110,0,267
