ticker,report_date,disclosure_date,eps,revenue,roe,gross_margin
WTBA,2024-06-30,2024-06-30,,,,
WTBA,2024-09-30,2024-09-30,,20151000.0,0.025289671259767242,
WTBA,2024-12-31,2024-12-31,0.42,20684000.0,0.031144267690619856,
WTBA,2025-03-31,2025-03-31,0.46,22896000.0,0.032967171557932176,
WTBA,2025-06-30,2025-06-30,0.47,23654000.0,0.03311750300917279,
WTBA,2025-09-30,2025-09-30,0.55,24815000.0,0.036506449577279304,
WTBA,2025-12-31,2025-12-31,0.43,,,
