ticker,report_date,disclosure_date,eps,revenue,roe,gross_margin
FOX,2024-06-30,2024-06-30,,,,
FOX,2024-12-31,2024-12-31,0.81,5078000000.0,0.032448890822096566,
FOX,2025-03-31,2025-03-31,0.75,4371000000.0,0.03001908728093007,
FOX,2025-06-30,2025-06-30,1.57,3287000000.0,0.059939809396422,
FOX,2025-09-30,2025-09-30,1.32,3738000000.0,0.04906618610747051,
FOX,2025-12-31,2025-12-31,0.52,5182000000.0,0.020955344070278183,
