ticker,report_date,disclosure_date,eps,revenue,roe,gross_margin
CNTA,2024-09-30,2024-09-30,-0.37,0.0,-0.08527919188519384,
CNTA,2024-12-31,2024-12-31,-0.84,0.0,-0.2772516156346113,
CNTA,2025-03-31,2025-03-31,-0.2,15000000.0,-0.06766395596600103,
CNTA,2025-06-30,2025-06-30,-0.38,0.0,-0.14595600706252773,
CNTA,2025-09-30,2025-09-30,-0.41,0.0,-0.18201502782070073,
