ticker,report_date,disclosure_date,eps,revenue,roe,gross_margin
SUPV,2024-06-30,2024-06-30,269.5,337641549000.0,0.03669613473672221,
SUPV,2024-09-30,2024-09-30,101.4,206852880000.0,0.012046401811985193,
SUPV,2024-12-31,2024-12-31,,255529880000.0,0.018412088878484324,
SUPV,2025-03-31,2025-03-31,90.65,238657389000.0,0.008826831951481722,
SUPV,2025-06-30,2025-06-30,155.4,265922585000.0,0.014582304552938017,
