ticker,report_date,disclosure_date,eps,revenue,roe,gross_margin
SKIN,2024-09-30,2024-09-30,-0.15,78802000.0,-0.3062587904360056,0.5158371614933631
SKIN,2024-12-31,2024-12-31,-0.08,83495000.0,-0.19940930061965523,0.6269357446553686
SKIN,2025-03-31,2025-03-31,-0.08,69580000.0,-0.21918759905342916,0.6981891348088531
SKIN,2025-06-30,2025-06-30,0.03,78187000.0,0.26637117915732006,0.6281351119751365
SKIN,2025-09-30,2025-09-30,-0.09,70655000.0,-0.1680018275967103,0.6458707805533932
