ticker,report_date,disclosure_date,eps,revenue,roe,gross_margin
SLND,2024-09-30,2024-09-30,-1.14,173320000.0,-0.36713760532388773,-0.29485921993999537
SLND,2024-12-31,2024-12-31,-0.09,267250000.0,-0.025388309767930686,0.028684752104770814
SLND,2025-03-31,2025-03-31,-0.08,239486000.0,-0.02860554263809464,0.08969209056061732
SLND,2025-06-30,2025-06-30,-0.19,215382000.0,-0.06819881284038196,0.0620432533823625
SLND,2025-09-30,2025-09-30,-1.39,213343000.0,-1.0038945276551476,0.015350866913842966
