level,key,side,trade_count,win_rate,profit_factor,total_return,buy_hold_return,alpha_pct,cagr,sharpe,max_dd
overall,AMD,long,45,48.888888888888886,7.676837685048339,0.36090474530361405,0.13917115519317402,0.22173359011044003,0.0,1.8378357884125363,0.7744470454091699
