level,key,side,trade_count,win_rate,profit_factor,total_return,buy_hold_return,alpha_pct,cagr,sharpe,max_dd
overall,TSLA,long,74,55.4054054054054,2.7673542714611252,-0.3183803565370624,-3.0801165082587234,2.761736151721661,0.0,-1.4315711326214828,1.1302924825651024
