symbol,total_return,buy_hold_return,alpha_pct,sharpe,max_dd,trade_count,win_rate,profit_factor,avg_trades_per_day,final_equity,n_days
CIFR,2.433979859696822,4.422109473886793,-1.9881296141899707,1.4825069359799454,11.594850716044462,74,32.432432432432435,0.6063277949209592,10.571428571428571,51216.98992984841,7
