level,key,side,trade_count,win_rate,profit_factor,total_return,buy_hold_return,alpha_pct,cagr,sharpe,max_dd
overall,AMD,long,34,55.88235294117647,2.9832968784634986,0.10905335168720498,0.09361987935205818,0.015433472335146803,0.0,0.5894088420271538,0.8264632079617973
