level,key,side,trade_count,win_rate,profit_factor,total_return,buy_hold_return,alpha_pct,cagr,sharpe,max_dd
overall,CAT,long,70,48.57142857142857,25.00863525214334,0.12691494305845374,-2.642024051560432,2.768938994618886,0.0,0.3978447506816491,2.418680723173227
