symbol,total_return,buy_hold_return,alpha_pct,sharpe,max_dd,trade_count,win_rate,profit_factor,avg_trades_per_day,final_equity,n_days
MU,1.1158995867653232,-0.9026345449546391,2.0185341317199623,1.3421028662159813,5.769934513629038,65,50.76923076923077,48.149229125002805,13.0,50557.94979338266,5
