symbol,total_return,buy_hold_return,alpha_pct,sharpe,max_dd,trade_count,win_rate,profit_factor,avg_trades_per_day,final_equity,n_days
COIN,6.344249623588705,8.106438841104824,-1.7621892175161191,3.7312238973403904,9.463690383018635,85,47.05882352941176,0.9397893594566067,12.142857142857142,53172.12481179435,7
