level,key,side,trade_count,win_rate,profit_factor,total_return,buy_hold_return,alpha_pct,cagr,sharpe,max_dd
overall,TSLA,long,74,54.054054054054056,2.59624296750557,-0.34259224738670824,-3.125036819167737,2.7824445717810287,0.0,-1.5339891172507056,1.1552053321531934
