level,key,side,trade_count,win_rate,profit_factor,total_return,buy_hold_return,alpha_pct,cagr,sharpe,max_dd
overall,CAT,long,67,46.26865671641791,10.500846799984064,-0.16268941758647015,-2.6803141383545226,2.5176247207680524,0.0,-0.3735267249129124,2.4124622490563805
