symbol,total_return,buy_hold_return,alpha_pct,sharpe,max_dd,trade_count,win_rate,profit_factor,avg_trades_per_day,final_equity,n_days,total_commission
LRCX,-6.636113049000036,-5.713709677419354,-0.9224033715806819,-1.5017699101723643,18.150954546345247,44,29.545454545454547,0.5632971846716652,2.2,46681.94347549998,20,44.0
