timestamp,action,price,exec_price,qty,gross_notional,commission,realized_pnl_approx,zscore,regime,reason,satellite_before,satellite_after,working_after
2026-02-19 10:18:00-05:00,SELL,66.7249984741211,66.71498972434998,76,5070.339219050598,0.5070339219050598,-0.5070339219050598,2.130194672642289,RANGE,zscore_upside_sell,0,-76,545
2026-02-19 12:02:00-05:00,BUY,66.18499755859375,66.19492530822754,38,2515.4071617126465,0.25154071617126467,19.51090709648136,-0.636289345023882,RANGE,mean_reversion_buyback_short,-76,-38,583
2026-02-19 12:36:00-05:00,BUY,66.0999984741211,66.10991347389222,38,2512.1767120079044,0.25121767120079047,22.741679846193946,-1.3963834931751666,RANGE,mean_reversion_buyback_short,-38,0,621
2026-02-19 13:22:00-05:00,BUY,65.97000122070312,65.97989672088623,38,2507.236075393677,0.2507236075393677,-0.2507236075393677,-2.774916502173467,RANGE,zscore_downside_entry,0,38,659
2026-02-19 13:30:00-05:00,BUY,65.9749984741211,65.98489472389222,76,5014.851999015809,0.5014851999015809,-0.5014851999015809,-3.328647246911911,RANGE,zscore_downside_entry,38,114,735
2026-02-19 13:38:00-05:00,BUY,65.73999786376953,65.7498588634491,76,4996.989273622132,0.4996989273622132,-0.4996989273622132,-4.461659518151944,RANGE,zscore_downside_entry,114,190,811
2026-02-19 13:46:00-05:00,BUY,65.76000213623047,65.7698661365509,76,4998.509826377868,0.4998509826377868,-0.4998509826377868,-3.6031569294339403,RANGE,zscore_downside_entry,190,266,887
2026-02-19 14:18:00-05:00,SELL,66.52999877929688,66.52001927947998,76,5055.521465240478,0.5055521465240479,49.99100611981573,0.8050519867188706,RANGE,mean_reversion_exit_long,266,190,811
2026-02-19 14:22:00-05:00,SELL,66.55500030517578,66.54501705513,76,5057.42129618988,0.505742129618988,51.89064708612242,0.9152125490922345,RANGE,mean_reversion_exit_long,190,114,735
2026-02-19 14:40:00-05:00,SELL,66.43000030517578,66.42003580513001,76,5047.922721189881,0.504792272118988,42.39302194362314,0.6907220524500312,RANGE,mean_reversion_exit_long,114,38,659
2026-02-19 14:54:00-05:00,SELL,66.45999908447266,66.45003008460999,76,5050.202286430359,0.505020228643036,22.08366949946723,0.834009039583736,RANGE,mean_reversion_exit_long,38,-38,583
2026-02-19 15:56:00-05:00,BUY,67.40499877929688,67.41510952911378,38,2561.7741621063237,0.2561774162106324,-36.9291963073545,2.3016398528628232,RANGE,eod_force_flatten,-38,0,621
2026-02-20 10:42:00-05:00,BUY,65.29000091552734,65.29979441566468,77,5028.08417000618,0.5028084170006181,-0.5028084170006181,-2.8162900999230147,RANGE,zscore_downside_entry,0,77,698
2026-02-20 11:06:00-05:00,SELL,66.02999877929688,66.02009427947998,77,5083.547259519958,0.5083547259519958,54.954734787826034,0.6493052461283721,RANGE,mean_reversion_exit_long,77,0,621
2026-02-20 11:28:00-05:00,BUY,64.86830139160156,64.8780316368103,77,4995.608436034394,0.4995608436034394,-0.4995608436034394,-2.692308268870333,RANGE,zscore_downside_entry,0,77,698
2026-02-20 11:52:00-05:00,BUY,65.08999633789062,65.09975983734131,38,2473.79087381897,0.247379087381897,-0.247379087381897,-2.8534387863768864,RANGE,zscore_downside_entry,77,115,736
2026-02-20 12:04:00-05:00,BUY,64.6604995727539,64.67019864768983,38,2457.4675486122137,0.24574675486122138,-0.24574675486122138,-7.067131049433112,RANGE,zscore_downside_entry,115,153,774
2026-02-20 12:12:00-05:00,BUY,64.0999984741211,64.10961347389222,38,2436.1653120079045,0.24361653120079046,-0.24361653120079046,-5.567714955153408,RANGE,zscore_downside_entry,153,191,812
2026-02-20 12:20:00-05:00,BUY,63.43000030517578,63.43951480522156,38,2410.7015625984195,0.24107015625984196,-0.24107015625984196,-3.8279989180453824,RANGE,zscore_downside_entry,191,229,850
2026-02-20 12:28:00-05:00,BUY,63.25,63.259487500000006,38,2403.860525,0.24038605250000003,-0.24038605250000003,-3.358884414558354,RANGE,zscore_downside_entry,229,267,888
2026-02-20 12:38:00-05:00,BUY,63.709999084472656,63.71955558433533,38,2421.3431122047427,0.2421343112204743,-0.2421343112204743,-3.3138828844226613,RANGE,zscore_downside_entry,267,305,926
2026-02-20 12:48:00-05:00,BUY,63.439998626708984,63.449514626502996,5,317.24757313251496,0.0317247573132515,-0.0317247573132515,-5.786647075844318,RANGE,zscore_downside_entry,305,310,931
2026-02-20 15:56:00-05:00,SELL,63.75,63.7404375,310,19759.535625,1.9759535625000002,-158.62527197166523,-2.378108598987444,RANGE,eod_force_flatten,310,0,621
2026-02-23 12:24:00-05:00,BUY,61.41999816894531,61.42921116867066,38,2334.3100244094853,0.23343100244094855,-0.23343100244094855,-2.084563475431933,RANGE,zscore_downside_entry,0,38,659
2026-02-23 12:32:00-05:00,BUY,61.220001220703125,61.22918422088624,38,2326.709000393677,0.2326709000393677,-0.2326709000393677,-2.7913054699581377,RANGE,zscore_downside_entry,38,76,697
2026-02-23 13:14:00-05:00,SELL,62.01369857788086,62.00439652309418,38,2356.167067877579,0.23561670678775792,25.421938769209937,0.7806847948650975,RANGE,mean_reversion_exit_long,76,38,659
2026-02-23 13:16:00-05:00,SELL,62.099998474121094,62.09068347434998,38,2359.4459720252994,0.23594459720252994,28.700515026515593,1.1634588724497341,RANGE,mean_reversion_exit_long,38,0,621
2026-02-23 13:44:00-05:00,SELL,62.34000015258789,62.330649152565,77,4799.459984747506,0.47994599847475056,-0.47994599847475056,2.065169721415877,RANGE,zscore_upside_sell,0,-77,544
2026-02-23 13:52:00-05:00,SELL,62.22999954223633,62.220665042304994,77,4790.991208257485,0.4790991208257485,-0.4790991208257485,2.427806930972832,RANGE,zscore_upside_sell,-77,-154,467
2026-02-23 14:08:00-05:00,SELL,62.15999984741211,62.150675847435,77,4785.602040252495,0.47856020402524946,-0.47856020402524946,2.026336226177884,RANGE,zscore_upside_sell,-154,-231,390
2026-02-23 14:36:00-05:00,SELL,62.22999954223633,62.220665042304994,77,4790.991208257485,0.4790991208257485,-0.4790991208257485,3.261032006537285,RANGE,zscore_upside_sell,-231,-308,313
2026-02-23 14:46:00-05:00,SELL,62.275001525878906,62.26566027565003,2,124.53132055130006,0.012453132055130007,-0.012453132055130007,3.193954962196889,RANGE,zscore_upside_sell,-308,-310,311
2026-02-23 15:56:00-05:00,BUY,63.119998931884766,63.12946693172456,310,19570.134748834615,1.9570134748834616,-280.51600024322596,4.336720600499884,RANGE,eod_force_flatten,-310,0,621
2026-02-24 13:06:00-05:00,SELL,63.380001068115234,63.370494067955015,38,2408.0787745822904,0.24080787745822904,-0.24080787745822904,2.347381392160158,RANGE,zscore_upside_sell,0,-38,583
2026-02-24 13:18:00-05:00,SELL,63.440799713134766,63.431283593177795,38,2410.388776540756,0.24103887765407564,-0.24103887765407564,4.2704480661000375,RANGE,zscore_upside_sell,-38,-76,545
2026-02-24 13:28:00-05:00,SELL,63.810001373291016,63.80042987308502,38,2424.416335177231,0.2424416335177231,-0.2424416335177231,4.381797429519635,RANGE,zscore_upside_sell,-76,-114,507
2026-02-24 13:38:00-05:00,SELL,63.83000183105469,63.82042733078003,76,4850.352477139282,0.48503524771392825,-0.48503524771392825,3.6553761453954587,RANGE,zscore_upside_sell,-114,-190,431
2026-02-24 13:46:00-05:00,SELL,63.880001068115234,63.87041906795502,76,4854.151849164581,0.48541518491645813,-0.48541518491645813,3.9318150395599307,RANGE,zscore_upside_sell,-190,-266,355
2026-02-24 13:54:00-05:00,SELL,64.08000183105469,64.07038983078003,44,2819.0971525543214,0.2819097152554321,-0.2819097152554321,6.008475539890897,RANGE,zscore_upside_sell,-266,-310,311
2026-02-24 15:56:00-05:00,BUY,64.94999694824219,64.95973944778443,310,20137.519228813173,2.013751922881317,-373.04761557759025,10.112432031700202,RANGE,eod_force_flatten,-310,0,621
2026-02-25 10:46:00-05:00,SELL,66.68499755859375,66.67499480895997,75,5000.624610671997,0.5000624610671998,-0.5000624610671998,2.4741958191882056,RANGE,zscore_upside_sell,0,-75,546
2026-02-25 10:58:00-05:00,SELL,66.81999969482422,66.80997669487,75,5010.748252115251,0.5010748252115251,-0.5010748252115251,2.945015957993841,RANGE,zscore_upside_sell,-75,-150,471
2026-02-25 11:06:00-05:00,SELL,66.68000030517578,66.66999830513001,75,5000.24987288475,0.5000249872884751,-0.5000249872884751,2.2790831406318253,RANGE,zscore_upside_sell,-150,-225,396
2026-02-25 11:24:00-05:00,SELL,66.65499877929688,66.64500052947999,75,4998.375039710999,0.4998375039710999,-0.4998375039710999,2.9586094000100553,RANGE,zscore_upside_sell,-225,-300,321
2026-02-25 11:32:00-05:00,SELL,67.12999725341797,67.11992775382996,10,671.1992775382996,0.06711992775382997,-0.06711992775382997,4.630529793699052,RANGE,zscore_upside_sell,-300,-310,311
2026-02-25 12:32:00-05:00,BUY,66.16500091552734,66.17492566566467,38,2514.6471752952575,0.25146471752952576,20.21583744208164,-0.7030436150856513,RANGE,mean_reversion_buyback_short,-310,-272,349
2026-02-25 12:34:00-05:00,BUY,66.11000061035156,66.11991711044313,38,2512.5568501968387,0.25125568501968387,22.3063715730103,-0.8104347925502995,RANGE,mean_reversion_buyback_short,-272,-234,387
2026-02-25 13:16:00-05:00,BUY,66.2699966430664,66.27993714256287,38,2518.637611417389,0.2518637611417389,16.225002276337886,-0.6005786491002171,RANGE,mean_reversion_buyback_short,-234,-196,425
2026-02-25 13:34:00-05:00,SELL,66.55889892578125,66.54891509094239,75,4991.168631820679,0.49911686318206794,-0.49911686318206794,2.2033326612888264,RANGE,zscore_upside_sell,-196,-271,350
2026-02-25 13:42:00-05:00,SELL,66.75,66.7399875,39,2602.8595124999997,0.26028595125,-0.26028595125,3.107873967504036,RANGE,zscore_upside_sell,-271,-310,311
2026-02-25 15:56:00-05:00,BUY,66.22000122070312,66.22993422088624,310,20531.27960847473,2.053127960847473,136.54902844178716,-1.224775737290541,RANGE,eod_force_flatten,-310,0,621
2026-02-26 09:54:00-05:00,SELL,66.69999694824219,66.68999194869996,76,5068.4393881011965,0.5068439388101197,-0.5068439388101197,2.173187176869072,DOWNTREND,zscore_upside_sell,0,-76,545
2026-02-26 10:14:00-05:00,BUY,65.58499908447266,65.59483683433534,76,4985.207599409486,0.4985207599409486,82.73326793176984,-1.3408405435280208,RANGE,mean_reversion_buyback_short,-76,0,621
2026-02-26 13:14:00-05:00,BUY,66.66999816894531,66.67999866867066,38,2533.839949409485,0.25338399494094854,-0.25338399494094854,-3.325756449901448,RANGE,zscore_downside_entry,0,38,659
2026-02-26 13:30:00-05:00,BUY,66.83999633789062,66.85002233734131,76,5080.60169763794,0.508060169763794,-0.508060169763794,-2.3323273919697933,RANGE,zscore_downside_entry,38,114,735
2026-02-26 13:34:00-05:00,SELL,67.5999984741211,67.58985847434998,76,5136.829244050598,0.5136829244050599,60.02112976124377,1.460826138693515,RANGE,mean_reversion_exit_long,114,38,659
2026-02-26 13:36:00-05:00,SELL,67.92990112304688,67.91971163787842,76,5161.89808447876,0.5161898084478761,42.28563674845728,2.0646461789511306,RANGE,mean_reversion_exit_long,38,-38,583
2026-02-26 14:08:00-05:00,SELL,67.94999694824219,67.93980444869995,76,5163.425138101195,0.5163425138101195,-0.5163425138101195,2.4871469677510323,RANGE,zscore_upside_sell,-38,-114,507
2026-02-26 14:16:00-05:00,SELL,68.4000015258789,68.38974152565002,75,5129.230614423752,0.5129230614423752,-0.5129230614423752,4.722179546244526,RANGE,zscore_upside_sell,-114,-189,432
2026-02-26 14:24:00-05:00,SELL,68.4000015258789,68.38974152565002,75,5129.230614423752,0.5129230614423752,-0.5129230614423752,3.81417124062501,RANGE,zscore_upside_sell,-189,-264,357
2026-02-26 14:38:00-05:00,SELL,67.94999694824219,67.93980444869995,46,3125.2310046401976,0.31252310046401977,-0.31252310046401977,2.4607834412228105,RANGE,zscore_upside_sell,-264,-310,311
2026-02-26 15:56:00-05:00,BUY,68.9000015258789,68.9103365261078,310,21362.204323093418,2.136220432309342,-236.274129697453,6.103140168222021,RANGE,eod_force_flatten,-310,0,621
2026-02-27 10:52:00-05:00,BUY,63.73360061645508,63.74316065654755,76,4844.480209897614,0.4844480209897615,-0.4844480209897615,-2.652068698265341,RANGE,zscore_downside_entry,0,76,697
2026-02-27 11:00:00-05:00,BUY,63.599998474121094,63.609538473892215,76,4834.324924015808,0.48343249240158087,-0.48343249240158087,-2.4868076433725395,RANGE,zscore_downside_entry,76,152,773
2026-02-27 11:10:00-05:00,BUY,63.34000015258789,63.349501152610785,76,4814.56208759842,0.48145620875984196,-0.48145620875984196,-2.4939289516158873,RANGE,zscore_downside_entry,152,228,849
2026-02-27 11:22:00-05:00,BUY,63.5099983215332,63.519524821281436,76,4827.483886417389,0.4827483886417389,-0.4827483886417389,-2.7015301809866976,RANGE,zscore_downside_entry,228,304,925
2026-02-27 11:32:00-05:00,BUY,63.59000015258789,63.59953865261078,6,381.5972319156647,0.03815972319156647,-0.03815972319156647,-3.552378507600205,RANGE,zscore_downside_entry,304,310,931
2026-02-27 15:56:00-05:00,SELL,63.1150016784668,63.10553442821503,310,19562.71567274666,1.9562715672746662,-141.6889386655098,-1.5679759394068968,RANGE,eod_force_flatten,310,0,621
