symbol,total_return,buy_hold_return,alpha_pct,sharpe,max_dd,trade_count,win_rate,profit_factor,avg_trades_per_day,final_equity,n_days
OKLO,-3.6258864428311943,-3.139912078187379,-0.48597436464381527,-1.3412544710487346,10.182831150711785,68,23.52941176470588,0.5610555577165165,9.714285714285714,48187.0567785844,7
