symbol,total_return,buy_hold_return,alpha_pct,sharpe,max_dd,trade_count,win_rate,profit_factor,avg_trades_per_day,final_equity,n_days
KLAC,1.861859584273473,1.950414793763966,-0.08855520949049289,2.588699629042979,5.285334157531275,61,34.42622950819672,2.1399504436064167,12.2,50930.92979213674,5
AMD,3.444468854911631,2.827647200270622,0.6168216546410088,3.591760756891687,6.232878105133178,67,52.23880597014925,29.754706322722207,13.4,51722.23442745581,5
MU,1.1158995867653232,-0.9026345449546391,2.0185341317199623,1.3421028662159813,5.769934513629038,65,50.76923076923077,48.149229125002805,13.0,50557.94979338266,5
PLTR,6.492708230140565,5.806612016791268,0.6860962133492965,8.353105230700983,2.4721979450758167,66,48.484848484848484,34.60442001740851,13.2,53246.35411507028,5
AMAT,0.07388064713440556,-0.7413132201549266,0.8151938672893322,0.27973031389689645,5.653330008174368,59,38.983050847457626,5.006462410552076,11.8,50036.94032356721,5
