symbol,total_return,buy_hold_return,alpha_pct,sharpe,max_dd,trade_count,win_rate,profit_factor,avg_trades_per_day,final_equity,n_days
KLAC,1.861859584273473,1.950414793763966,-0.08855520949049289,2.588699629042979,5.285334157531275,61,34.42622950819672,2.1399504436064167,12.2,50930.92979213674,5
