level,key,side,trade_count,win_rate,profit_factor,total_return,buy_hold_return,alpha_pct,cagr,sharpe,max_dd
overall,CAT,long,64,46.875,3.696968363822639,-0.45822075477213176,-2.6803141383545226,2.222093383582391,0.0,-1.1518726026995645,2.4299397068098387
