level,key,side,trade_count,win_rate,profit_factor,total_return,buy_hold_return,alpha_pct,cagr,sharpe,max_dd
overall,NVDA,long,43,51.162790697674424,1.5975709156035034,-0.47771307210574543,-5.4094308374552424,4.931717765349497,0.0,-4.416151747197011,0.9577097329754437
